Date	Price	Open	High	Low	Change %
31-Aug-14	483.37	503.07	503.99	482.27	-3.13
30-Aug-14	499	506.86	506.86	499	-1.68
29-Aug-14	507.52	506.01	510.07	503	-0.05
28-Aug-14	507.75	512.04	513.33	506.6	-0.63
27-Aug-14	510.99	512.94	518	510.99	0.5
26-Aug-14	508.43	507	514.65	505.47	1.18
25-Aug-14	502.5	506.31	511	498.2	-0.95
24-Aug-14	507.3	500.69	512.78	500	1.43
23-Aug-14	500.15	510.5	511.58	498.95	-2.99
22-Aug-14	515.57	518.37	521.5	502	-0.06
21-Aug-14	515.87	515.62	528.99	509.97	-0.21
20-Aug-14	516.98	492.07	524.99	471.74	5.44
19-Aug-14	490.3	470	498	470	2.53
18-Aug-14	478.2	504.17	506.67	462.37	-4.61
17-Aug-14	501.32	525.39	527.01	490.13	-4.9
16-Aug-14	527.17	502.68	527.78	489.49	4.14
15-Aug-14	506.23	517.25	525	489.99	-0.74
14-Aug-14	510	549	549	503	-7.1
13-Aug-14	549	567.57	567.69	530.52	-3
12-Aug-14	566	570	570.55	563	-1.14
11-Aug-14	572.5	582.71	583.15	572.5	-1.29
10-Aug-14	580	581.86	586.41	580	-0.57
9-Aug-14	583.3	583.03	583.91	581.29	-0.53
8-Aug-14	586.41	582.93	587.63	582.93	0.71
7-Aug-14	582.25	577.51	583.35	577.51	0.82
6-Aug-14	577.5	575.25	583.7	574.26	0.44
5-Aug-14	574.95	581.95	583.99	574.19	-1.06
4-Aug-14	581.11	583.14	587.81	581.11	-0.16
3-Aug-14	582.06	583.86	583.86	578.34	-0.97
2-Aug-14	587.75	593.31	593.31	583.68	-1.21
1-Aug-14	594.92	578	606.1	100	2.74
31-Jul-14	579.04	554	586	553.5	5.09
30-Jul-14	551	575.37	575.83	550	-4.17
29-Jul-14	575	579.99	585.71	566.23	-1.94
28-Jul-14	586.38	585	587.99	571	-0.7
27-Jul-14	590.5	594.29	595	589.99	-0.59
26-Jul-14	594	598.96	598.96	590.15	-0.67
25-Jul-14	598	600.93	605.33	595	-0.38
24-Jul-14	600.31	616.84	616.86	593.2	-2.74
23-Jul-14	617.21	611.96	618.6	609.98	0.75
22-Jul-14	612.59	620	624	605.54	-1.16
21-Jul-14	619.79	621	621.75	605	0.14
20-Jul-14	618.91	623.25	623.25	617	-1.01
19-Jul-14	625.25	627.17	627.17	618	-0.35
18-Jul-14	627.46	626.41	627.46	616.75	-0.02
17-Jul-14	627.6	622	631.14	619	1.06
16-Jul-14	621.04	620	631.68	614.04	0.03
15-Jul-14	620.87	621.33	624	617.9	-0.25
14-Jul-14	622.4	621.72	624	616	-0.26
13-Jul-14	624	626	626	621.51	-0.32
12-Jul-14	626	625.07	630	623	0.08
11-Jul-14	625.5	610	625.5	609.91	2.54
10-Jul-14	610	618.5	620	608.5	-1.65
9-Jul-14	620.24	620.7	624.7	616.25	0.28
8-Jul-14	618.5	623.26	626	611.06	-0.88
7-Jul-14	624	630.5	635	615	-1.46
6-Jul-14	633.25	634.6	636.81	630.49	0.52
5-Jul-14	630	635	636	630	-0.35
4-Jul-14	632.24	649.98	650	628.51	-1.77
3-Jul-14	643.62	649.46	652	640.72	-0.66
2-Jul-14	647.9	650.58	654.91	641	-0.44
1-Jul-14	650.77	650	662	643.9	1.68
30-Jun-14	640.01	605.53	646	605.53	6.02
29-Jun-14	603.65	603.04	606.98	601	0.59
28-Jun-14	600.1	602.54	610.47	600.1	-1
27-Jun-14	606.18	582.73	606.18	582	4.89
26-Jun-14	577.9	573.5	578.75	572	1.73
25-Jun-14	568.07	585	585	568.07	-3.27
24-Jun-14	587.28	595.87	595.87	585	-2
23-Jun-14	599.25	609.65	609.66	592.5	-1.41
22-Jun-14	607.8	605	620	605	1.03
21-Jun-14	601.61	597.32	601.61	592.21	0.1
20-Jun-14	601	595.86	603	591	-0.17
19-Jun-14	602	608.01	613.75	600.26	-1.55
18-Jun-14	611.5	615.5	621.08	603.79	-0.45
17-Jun-14	614.25	578.85	614.25	577.02	5.91
16-Jun-14	580	580.85	601	580	1.58
15-Jun-14	571	565	571.78	549.31	3
14-Jun-14	554.37	584	584.48	545.33	-4.84
13-Jun-14	582.59	586.93	615.58	570	-1.26
12-Jun-14	590.01	636	640.1	569.09	-7.39
11-Jun-14	637.1	657.25	657.25	637.1	-2.53
10-Jun-14	653.64	653.97	663	647	-0.01
9-Jun-14	653.73	663.93	663.93	653	-1.3
8-Jun-14	662.35	664.85	668.2	660	-0.1
7-Jun-14	663	646.75	663	646.75	1.22
6-Jun-14	655	661	666	654.65	-1.24
5-Jun-14	663.25	651.83	670	650	1.68
4-Jun-14	652.29	681.25	681.25	640	-4.48
3-Jun-14	682.88	673.07	693.89	665	2
2-Jun-14	669.5	647.06	675	623.94	3.56
1-Jun-14	646.5	638	687.35	625	1.71
31-May-14	635.6	621	635.6	618.62	1.05
30-May-14	629	590	629	590	9.78
29-May-14	572.99	570	575.01	567.88	-0.7
28-May-14	577.01	570	580.04	563.41	1.23
27-May-14	570	575.59	580.02	557.66	-0.87
26-May-14	575	569	580.1	563.2	1.56
25-May-14	566.15	507.83	572	507.83	12.71
24-May-14	502.3	500	505	500	-1.42
23-May-14	509.55	507	529.79	500.8	1.44
22-May-14	502.3	476.55	507	475.75	5.16
21-May-14	477.65	480	480	475.79	0.36
20-May-14	475.95	440	480	440	8.42
19-May-14	438.97	434.75	440	423.75	0.05
18-May-14	438.75	438	438.75	436.27	-0.73
17-May-14	441.97	443	443	435.37	-0.07
16-May-14	442.28	442	443	442	0.07
15-May-14	441.99	440	442	438	-0.45
14-May-14	444	437.25	444	432	1.54
13-May-14	437.25	439	439	433.68	-0.63
12-May-14	440	434.55	441	433	1.85
11-May-14	432	449.63	449.63	430.55	-4.23
10-May-14	451.1	452	452.25	449.1	1.14
9-May-14	446	440	452.01	439.49	0.72
8-May-14	442.8	440	447	439.51	1.1
7-May-14	438	430	448.72	425.89	1.86
6-May-14	430	426.55	431.5	419.77	0.7
5-May-14	427.01	436.41	439.88	426.5	-0.9
4-May-14	430.87	439.53	440.63	430.87	-2.2
3-May-14	440.54	452	452	432.61	-2.86
2-May-14	453.5	459.01	459.63	447	-1.2
1-May-14	459	450.81	463	450.78	2.39
30-Apr-14	448.27	446	450	440.5	3.29
29-Apr-14	434	438.72	450	431.54	-3.13
28-Apr-14	448	434	448	433	1.48
27-Apr-14	441.45	460	460.5	441.45	-3.82
26-Apr-14	459	467.35	470.49	453.86	-0.22
25-Apr-14	460	493.08	494.37	446.22	-7.54
24-Apr-14	497.5	486	497.5	480	1.49
23-Apr-14	490.21	494.86	494.86	480	0.45
22-Apr-14	488	499.5	501	488	-1.81
21-Apr-14	497	509	510	495.77	-3.01
20-Apr-14	512.45	510	512.45	510	1.48
19-Apr-14	505	488.17	510	484.71	2.95
18-Apr-14	490.54	499.39	504.37	483.57	-2.03
17-Apr-14	500.71	519.55	522.25	491	-4.12
16-Apr-14	522.25	510	522.79	499	1.41
15-Apr-14	515	453.36	515	453.36	12.2
14-Apr-14	459	403.15	464	403.15	13.55
13-Apr-14	404.22	415	415	404.22	-2.6
12-Apr-14	415	417.75	430	412	-0.3
11-Apr-14	416.26	355	427	325	12.5
10-Apr-14	370	440.24	440.24	370	-16.38
9-Apr-14	442.5	454.97	454.97	440	-1.39
8-Apr-14	448.75	454.5	458.25	448.75	-1.2
7-Apr-14	454.2	460.21	463.62	445	0.11
6-Apr-14	453.69	463.3	463.3	453.69	-1.54
5-Apr-14	460.8	453	460.8	445.19	2.4
4-Apr-14	449.99	441.5	458.13	434.17	0.27
3-Apr-14	448.78	440.61	462.05	422	1.23
2-Apr-14	443.33	479.18	490.51	435.79	-8.18
1-Apr-14	482.83	460.32	486	451.44	6.82
31-Mar-14	452	478.6	485	443.13	-2.61
30-Mar-14	464.1	493.01	493.01	440.35	-5.66
29-Mar-14	491.92	506.17	507	490.98	-1.11
28-Mar-14	497.44	525	525	490	-0.22
27-Mar-14	498.53	582.4	589.33	498.53	-16.21
26-Mar-14	595	580	595	570	2.23
25-Mar-14	582.01	586.58	586.66	579.1	-1.35
24-Mar-14	590	560.38	590	552	4.2
23-Mar-14	566.2	570.3	570.3	566.2	1.11
22-Mar-14	560	560	562.86	550	-1.55
21-Mar-14	568.8	581	605.42	568.8	-2.52
20-Mar-14	583.48	610	639.21	583.48	-4.5
19-Mar-14	611	622.9	622.92	611	-1.19
18-Mar-14	618.37	623.08	623.89	610.89	-0.95
17-Mar-14	624.33	635	635.7	624	-1.68
16-Mar-14	635.01	640.1	640.1	635.01	-1.03
15-Mar-14	641.64	636.89	641.64	636.89	1.85
14-Mar-14	630	632.93	638.97	630	-1.87
13-Mar-14	641.99	633.51	645.14	633.51	-1.23
12-Mar-14	650	615	650	615	5.69
11-Mar-14	615	615	615	613.5	0
10-Mar-14	615	621	621	612.84	-0.97
9-Mar-14	621	610.48	621	609.37	1.12
8-Mar-14	614.14	621	621	600.25	-1.11
7-Mar-14	621	663	663	614	-6.33
6-Mar-14	663	673.44	675	657	-1.78
5-Mar-14	675	658	675.8	658	1.05
4-Mar-14	668	654.72	675	652.62	1.52
3-Mar-14	658	571.5	685	569.74	17.37
2-Mar-14	560.62	570.9	583.49	560	-1.34
1-Mar-14	568.21	565	571.77	560	0.57
28-Feb-14	565	575.48	590.3	544.89	-2.42
27-Feb-14	579	592.53	592.53	565.72	-0.52
26-Feb-14	582	548.67	594.47	544	13.01
25-Feb-14	515	554	567	425	-8.43
24-Feb-14	562.43	597.27	597.27	562.43	-9.14
23-Feb-14	619	597.73	624.05	597.73	4
22-Feb-14	595.22	587.61	602.77	563.74	4.79
21-Feb-14	568	565.2	591.5	548.51	-1.88
20-Feb-14	578.88	633	633	574.81	-8.17
19-Feb-14	630.41	634.18	637.99	628	0.38
18-Feb-14	628	660	660	622	-5.4
17-Feb-14	663.85	626	663.85	626	9.19
16-Feb-14	608	650	650	608	-6.95
15-Feb-14	653.38	652.89	655.69	650	-4.2
14-Feb-14	682	622	724	565.2	7.53
13-Feb-14	634.26	671.94	671.94	630	-7.41
12-Feb-14	685	691.13	691.13	650	3.97
11-Feb-14	658.87	739	761.66	653.26	-6.72
10-Feb-14	706.32	720	739	642	-0.52
9-Feb-14	710	702.59	720	702.59	2.9
8-Feb-14	690	700	716.45	690	-4.17
7-Feb-14	720	750.27	755.05	677	-6.68
6-Feb-14	771.55	793	793	768	-2.46
5-Feb-14	791	807	808	791	-2.71
4-Feb-14	813	810.8	813.23	808.27	0.37
3-Feb-14	810	806.78	814.12	801.67	-0.57
1-Feb-14	814.65	801.93	814.65	801.93	1.83
31-Jan-14	800	801.67	803.29	791.8	-0.49
30-Jan-14	803.95	794.37	803.95	785.37	0.49
29-Jan-14	800	788.99	800	783.57	0.63
28-Jan-14	795	779.78	812.04	770	4.57
27-Jan-14	760.29	810.94	810.94	757	-6.1
26-Jan-14	809.65	804.18	823.92	731	-0.04
25-Jan-14	810	795.83	810	789.44	3.6
24-Jan-14	781.87	800	800	773.18	-4.21
23-Jan-14	816.21	819	820	804.28	1.14
22-Jan-14	807	807	807	807	-0.37
21-Jan-14	810	810	824.72	794.21	-1.62
20-Jan-14	823.35	831.01	831.01	795.23	-0.8
19-Jan-14	830	819	830	814.23	3.75
18-Jan-14	800	810	815	799	1.39
17-Jan-14	789	820	820.69	789	-4.25
16-Jan-14	824	847.06	847.06	822.42	-1.87
15-Jan-14	839.73	835.55	842.19	833.74	1.56
14-Jan-14	826.85	827.84	833.41	815.12	1.03
13-Jan-14	818.4	846.59	857.28	818.4	-7.85
12-Jan-14	888.1	892	892	888.1	-0.98
11-Jan-14	896.88	899	900.27	895	7.44
10-Jan-14	834.75	832.98	834.75	832.98	-1.79
9-Jan-14	850	833.72	850	794.93	2.59
8-Jan-14	828.54	781	838.05	771	4.75
7-Jan-14	791	928.69	928.69	791	-15.36
6-Jan-14	934.55	910	950	900	3.38
5-Jan-14	904	839.46	904	839.46	12.74
4-Jan-14	801.84	806.5	806.5	801.84	-1.26
3-Jan-14	812.05	801	812.05	801	4.78
2-Jan-14	775	746.22	775	740.18	4.69
1-Jan-14	740.3	740	757	733.53	1.73
31-Dec-13	727.71	731.5	731.5	715.72	-1.29
30-Dec-13	737.24	735	740	730.21	3.21
29-Dec-13	714.29	710.66	714.29	710.66	1.9
28-Dec-13	701	726	732	701	-2.49
27-Dec-13	718.89	757.53	757.75	708.98	-2.85
26-Dec-13	740	680	741.32	680	14.31
24-Dec-13	647.33	661.96	668.75	646.82	1.09
23-Dec-13	640.37	650.18	653.2	640.37	2.94
22-Dec-13	622.1	590	669.62	590	2.37
21-Dec-13	607.68	655.41	656.69	589	1.45
20-Dec-13	599	702.03	731.96	599	-14.68
19-Dec-13	702.03	545.59	716.43	521	27.32
18-Dec-13	551.38	668.84	668.84	408.74	-24.67
17-Dec-13	731.94	712.17	759.83	643.93	3.86
16-Dec-13	704.77	896.76	896.76	699.55	-18.51
15-Dec-13	864.87	891.23	891.23	850	-3.68
14-Dec-13	897.95	904	909.73	889.01	-1.6
13-Dec-13	912.55	911	954	909.08	1.34
12-Dec-13	900.53	878.9	915	878.9	-2.31
11-Dec-13	921.78	"1,005.59"	"1,005.59"	890.66	-9.89
10-Dec-13	"1,023.00"	967.18	"1,030.44"	958.46	9.32
9-Dec-13	935.79	871.4	945.02	849.42	28.19
8-Dec-13	730	717.13	758.47	682.22	-8.82
7-Dec-13	800.57	833.26	"1,200.00"	632.32	-8.25
6-Dec-13	872.56	"1,028.15"	"1,028.15"	845.41	-15.33
5-Dec-13	"1,030.58"	"1,129.80"	"1,135.00"	866.02	-9.99
4-Dec-13	"1,145.00"	"1,065.46"	"1,149.50"	"1,065.46"	9.26
3-Dec-13	"1,047.98"	"1,047.98"	"1,047.98"	"1,047.98"	5
2-Dec-13	998.07	997.87	"1,031.09"	960	4.51
1-Dec-13	955	998.06	998.06	903	-14.15
30-Nov-13	"1,112.35"	"1,105.08"	"1,115.00"	"1,103.14"	0.44
29-Nov-13	"1,107.51"	"1,030.00"	"1,124.36"	"1,030.00"	9.65
28-Nov-13	"1,010.00"	955	"1,031.09"	943.86	6.54
27-Nov-13	948	863.9	948.87	855	11.59
26-Nov-13	849.57	790.24	849.57	778	8.53
25-Nov-13	782.77	785.93	789.02	782.77	-3.8
24-Nov-13	813.72	746.86	813.72	746.86	-3.38
23-Nov-13	842.2	800.2	842.2	769.92	10.82
22-Nov-13	760	680	760	680	8.57
21-Nov-13	700	587	700	580	27.27
20-Nov-13	550	504.9	550	425.06	-8.18
19-Nov-13	599	600	690.89	418.36	2.37
18-Nov-13	585.16	461	590.64	461	23.64
17-Nov-13	473.27	435.87	473.27	435.87	8.73
16-Nov-13	435.27	412.03	436.05	398.44	8.82
15-Nov-13	400	419.07	436.06	400	-4.31
14-Nov-13	418	396.21	419.5	393.69	7.81
13-Nov-13	387.73	366.81	387.73	356.36	10.73
12-Nov-13	350.16	343.26	355.26	341.88	3.42
11-Nov-13	338.57	342.84	342.84	328.85	8.55
10-Nov-13	311.9	311.9	311.9	311.9	-7.21
9-Nov-13	336.14	336.14	336.14	336.14	3.82
8-Nov-13	323.77	323.77	323.77	323.77	14.29
7-Nov-13	283.3	283.3	283.3	283.3	11.67
6-Nov-13	253.69	253.69	253.69	253.69	6.02
5-Nov-13	239.29	239.29	239.29	239.29	6.26
4-Nov-13	225.2	225.2	225.2	225.2	8.46
3-Nov-13	207.63	207.63	207.63	207.63	3.38
2-Nov-13	200.85	200.85	200.85	200.85	1.18
1-Nov-13	198.51	198.51	198.51	198.51	0.14
31-Oct-13	198.23	198.23	198.23	198.23	1.89
30-Oct-13	194.55	194.55	194.55	194.55	-1.84
29-Oct-13	198.19	198.19	198.19	198.19	5.49
28-Oct-13	187.87	187.87	187.87	187.87	1.17
27-Oct-13	185.69	185.69	185.69	185.69	5.57
26-Oct-13	175.9	175.9	175.9	175.9	-1.25
25-Oct-13	178.12	178.12	178.12	178.12	-2.75
24-Oct-13	183.15	183.15	183.15	183.15	-8.71
23-Oct-13	200.62	200.62	200.62	200.62	9.12
22-Oct-13	183.86	183.86	183.86	183.86	5.56
21-Oct-13	174.18	174.18	174.18	174.18	6.82
20-Oct-13	163.06	163.06	163.06	163.06	2.03
19-Oct-13	159.81	159.81	159.81	159.81	6.83
18-Oct-13	149.59	149.59	149.59	149.59	4.81
17-Oct-13	142.73	142.73	142.73	142.73	3.86
16-Oct-13	137.42	137.42	137.42	137.42	-0.88
15-Oct-13	138.64	138.64	138.64	138.64	4.21
14-Oct-13	133.04	133.04	133.04	133.04	2.01
13-Oct-13	130.42	130.42	130.42	130.42	3.08
12-Oct-13	126.52	126.52	126.52	126.52	0.8
11-Oct-13	125.51	125.51	125.51	125.51	-0.15
10-Oct-13	125.7	125.7	125.7	125.7	-0.11
9-Oct-13	125.84	125.84	125.84	125.84	1.22
8-Oct-13	124.32	124.32	124.32	124.32	0.88
7-Oct-13	123.24	123.24	123.24	123.24	1.28
6-Oct-13	121.68	121.68	121.68	121.68	0.45
5-Oct-13	121.14	121.14	121.14	121.14	-0.12
4-Oct-13	121.29	121.29	121.29	121.29	3.83
3-Oct-13	116.82	116.82	116.82	116.82	17.04
2-Oct-13	99.81	99.81	99.81	99.81	-20.46
1-Oct-13	125.49	125.49	125.49	125.49	1.94
30-Sep-13	123.1	123.1	123.1	123.1	-1.66
29-Sep-13	125.18	125.18	125.18	125.18	0.34
28-Sep-13	124.75	124.75	124.75	124.75	1.01
27-Sep-13	123.5	123.5	123.5	123.5	0.02
26-Sep-13	123.48	123.48	123.48	123.48	0.05
25-Sep-13	123.42	123.42	123.42	123.42	0.72
24-Sep-13	122.54	122.54	122.54	122.54	0.26
23-Sep-13	122.22	122.22	122.22	122.22	-0.35
22-Sep-13	122.65	122.65	122.65	122.65	0.01
21-Sep-13	122.64	122.64	122.64	122.64	-0.21
20-Sep-13	122.9	122.9	122.9	122.9	-1.04
19-Sep-13	124.19	124.19	124.19	124.19	-1.67
18-Sep-13	126.3	126.3	126.3	126.3	0.26
17-Sep-13	125.97	125.97	125.97	125.97	0.73
16-Sep-13	125.06	125.06	125.06	125.06	0.39
15-Sep-13	124.58	124.58	124.58	124.58	0.4
14-Sep-13	124.08	124.08	124.08	124.08	-1.92
13-Sep-13	126.51	126.51	126.51	126.51	0.6
12-Sep-13	125.76	125.76	125.76	125.76	0.25
11-Sep-13	125.45	125.45	125.45	125.45	3.29
10-Sep-13	121.46	121.46	121.46	121.46	1.2
9-Sep-13	120.02	120.02	120.02	120.02	2.94
8-Sep-13	116.59	116.59	116.59	116.59	-2.07
7-Sep-13	119.05	119.05	119.05	119.05	2.35
6-Sep-13	116.32	116.32	116.32	116.32	-3.49
5-Sep-13	120.53	120.53	120.53	120.53	-0.03
4-Sep-13	120.57	120.57	120.57	120.57	-5.5
3-Sep-13	127.59	127.59	127.59	127.59	0.18
2-Sep-13	127.36	127.36	127.36	127.36	-0.7
1-Sep-13	128.26	128.26	128.26	128.26	-0.93
31-Aug-13	129.46	129.46	129.46	129.46	5.06
30-Aug-13	123.23	123.23	123.23	123.23	4.86
29-Aug-13	117.52	117.52	117.52	117.52	-0.06
28-Aug-13	117.59	117.59	117.59	117.59	0.12
27-Aug-13	117.45	117.45	117.45	117.45	4.65
26-Aug-13	112.23	112.23	112.23	112.23	0.39
25-Aug-13	111.79	111.79	111.79	111.79	2.85
24-Aug-13	108.69	108.69	108.69	108.69	1.06
23-Aug-13	107.55	107.55	107.55	107.55	-1.99
22-Aug-13	109.73	109.73	109.73	109.73	-1.53
21-Aug-13	111.44	111.44	111.44	111.44	6.12
20-Aug-13	105.01	105.01	105.01	105.01	2.65
19-Aug-13	102.3	102.3	102.3	102.3	3.5
18-Aug-13	98.84	98.84	98.84	98.84	-0.72
17-Aug-13	99.56	99.56	99.56	99.56	1.25
16-Aug-13	98.33	98.33	98.33	98.33	0.81
15-Aug-13	97.54	97.54	97.54	97.54	-0.43
14-Aug-13	97.96	97.96	97.96	97.96	0.06
13-Aug-13	97.9	97.9	97.9	97.9	2.97
12-Aug-13	95.08	95.08	95.08	95.08	0.98
11-Aug-13	94.16	94.16	94.16	94.16	0.93
10-Aug-13	93.29	93.29	93.29	93.29	-0.07
9-Aug-13	93.36	93.36	93.36	93.36	-1.49
8-Aug-13	94.77	94.77	94.77	94.77	-2.22
7-Aug-13	96.92	96.92	96.92	96.92	-0.22
6-Aug-13	97.13	97.13	97.13	97.13	0.22
5-Aug-13	96.92	96.92	96.92	96.92	0.33
4-Aug-13	96.6	96.6	96.6	96.6	-0.06
3-Aug-13	96.66	96.66	96.66	96.66	-0.6
2-Aug-13	97.24	97.24	97.24	97.24	0.85
1-Aug-13	96.42	96.42	96.42	96.42	-1.52
31-Jul-13	97.91	97.91	97.91	97.91	1.66
30-Jul-13	96.31	96.31	96.31	96.31	3.23
29-Jul-13	93.3	93.3	93.3	93.3	1.3
28-Jul-13	92.1	92.1	92.1	92.1	3.37
27-Jul-13	89.1	89.1	89.1	89.1	-1.69
26-Jul-13	90.63	90.63	90.63	90.63	1.36
25-Jul-13	89.41	89.41	89.41	89.41	2.23
24-Jul-13	87.46	87.46	87.46	87.46	0.6
23-Jul-13	86.94	86.94	86.94	86.94	0.99
22-Jul-13	86.09	86.09	86.09	86.09	0.73
21-Jul-13	85.47	85.47	85.47	85.47	-0.23
20-Jul-13	85.67	85.67	85.67	85.67	-0.13
19-Jul-13	85.78	85.78	85.78	85.78	0.41
18-Jul-13	85.43	85.43	85.43	85.43	-5.64
17-Jul-13	90.54	90.54	90.54	90.54	-2.37
16-Jul-13	92.74	92.74	92.74	92.74	-0.43
15-Jul-13	93.14	93.14	93.14	93.14	3.07
14-Jul-13	90.37	90.37	90.37	90.37	-1.12
13-Jul-13	91.39	91.39	91.39	91.39	3.31
12-Jul-13	88.46	88.46	88.46	88.46	-3.03
11-Jul-13	91.22	91.22	91.22	91.22	7.94
10-Jul-13	84.51	84.51	84.51	84.51	13.86
9-Jul-13	74.22	74.22	74.22	74.22	-0.46
8-Jul-13	74.56	74.56	74.56	74.56	2.83
7-Jul-13	72.51	72.51	72.51	72.51	8.47
6-Jul-13	66.85	66.85	66.85	66.85	0.77
5-Jul-13	66.34	66.34	66.34	66.34	-14.6
4-Jul-13	77.68	77.68	77.68	77.68	1.03
3-Jul-13	76.89	76.89	76.89	76.89	-12.29
2-Jul-13	87.66	87.66	87.66	87.66	3.6
1-Jul-13	84.61	84.61	84.61	84.61	-13.23
30-Jun-13	97.51	97.51	97.51	97.51	2.64
29-Jun-13	95	95	95	95	0.36
28-Jun-13	94.66	94.66	94.66	94.66	-6.96
27-Jun-13	101.74	101.74	101.74	101.74	-2.17
26-Jun-13	104	104	104	104	0.65
25-Jun-13	103.33	103.33	103.33	103.33	1.21
24-Jun-13	102.09	102.09	102.09	102.09	-5.38
23-Jun-13	107.9	107.9	107.9	107.9	-0.28
22-Jun-13	108.2	108.2	108.2	108.2	-1.19
21-Jun-13	109.5	109.5	109.5	109.5	-1.61
20-Jun-13	111.29	111.29	111.29	111.29	2.81
19-Jun-13	108.25	108.25	108.25	108.25	0.84
18-Jun-13	107.35	107.35	107.35	107.35	5.3
17-Jun-13	101.95	101.95	101.95	101.95	2.05
16-Jun-13	99.9	99.9	99.9	99.9	0.1
15-Jun-13	99.8	99.8	99.8	99.8	-0.2
14-Jun-13	100	100	100	100	-3.8
13-Jun-13	103.95	103.95	103.95	103.95	-4.44
12-Jun-13	108.78	108.78	108.78	108.78	-0.2
11-Jun-13	109	109	109	109	2.49
10-Jun-13	106.35	106.35	106.35	106.35	5.88
9-Jun-13	100.44	100.44	100.44	100.44	-6.91
8-Jun-13	107.89	107.89	107.89	107.89	-2.8
7-Jun-13	111	111	111	111	-6.7
6-Jun-13	118.97	118.97	118.97	118.97	-2.4
5-Jun-13	121.9	121.9	121.9	121.9	0.41
4-Jun-13	121.4	121.4	121.4	121.4	0.55
